pfam_id,ppa_locus,evalue_full_seq,Description
14-3-3|PF00244.21,ppa_stranded_DN29292_c0_g1_i1,1.20E-99,14-3-3
7TM_GPCR_Srd|PF10317.10,PPA20854,4.70E-45,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA22080,3.20E-12,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA22127,2.40E-53,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA22155,0.0026,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA22205,3.00E-34,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA22343,1.00E-44,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA22955,3.90E-67,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA23167,4.80E-25,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA23186,7.40E-24,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA24271,2.20E-34,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA24290,5.90E-56,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA25104,1.70E-41,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA27022,7.30E-18,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA27032,9.80E-37,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA27994,1.80E-31,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA28423,1.40E-38,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA29380,1.20E-271,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA29435,6.70E-12,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA29530,1.50E-37,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA29585,1.90E-38,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA29587,2.20E-27,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA29701,5.70E-20,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA29742,2.90E-46,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA30186,1.30E-34,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA30405,9.10E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA30985,2.40E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA31511,1.20E-09,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA31664,1.60E-79,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA31671,7.90E-08,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA31941,2.70E-28,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA32496,1.10E-70,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA32540,4.40E-12,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA32930,4.00E-31,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA33006,6.40E-44,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA33145,3.40E-70,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA33284,2.40E-08,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA33569,1.40E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA34221,8.10E-16,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA34495,6.60E-37,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA34649,4.70E-35,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA34650,6.40E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA34689,2.60E-14,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA34692,3.80E-36,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA35053,1.60E-08,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA35126,7.50E-78,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA35133,1.50E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA35241,5.10E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA35409,4.50E-52,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA35673,1.20E-15,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA36112,3.50E-52,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA36242,3.50E-128,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA36484,4.60E-29,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA36495,3.90E-16,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA37839,4.20E-33,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA37872,3.70E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA38800,5.60E-49,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA39068,2.50E-31,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA39177,1.30E-198,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40137,5.10E-28,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40375,7.80E-22,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40401,5.70E-90,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40405,1.30E-13,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40452,3.00E-09,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40507,8.10E-39,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40520,3.00E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40521,1.00E-33,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40524,8.10E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40526,2.80E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40527,1.20E-18,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40539,4.50E-07,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40585,5.50E-13,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40586,4.80E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40607,2.30E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40667,5.40E-24,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40711,3.10E-49,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40714,4.30E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40715,4.10E-16,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40716,0.00023,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40728,1.80E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40732,6.30E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40734,1.40E-18,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40746,0.0051,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40821,8.00E-21,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40825,5.80E-22,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40840,7.10E-34,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40841,3.50E-27,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40866,4.10E-29,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40868,2.10E-05,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40879,4.40E-20,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40880,1.70E-43,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40884,1.40E-28,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40894,2.20E-36,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40896,4.80E-20,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40902,8.70E-36,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40953,1.70E-09,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40975,4.00E-23,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40981,3.60E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40992,3.80E-108,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40994,1.90E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA40996,3.70E-89,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41006,6.70E-09,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41019,3.10E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41050,7.70E-12,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41051,2.40E-18,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41057,1.80E-13,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41075,1.60E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41116,5.10E-05,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41173,1.20E-25,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41174,1.50E-34,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41175,1.30E-26,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41186,1.20E-45,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41188,1.10E-08,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41194,2.90E-21,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41230,1.50E-22,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41231,5.90E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41233,1.10E-05,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41255,9.60E-44,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41280,3.40E-14,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41386,1.40E-34,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41391,2.30E-20,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41451,8.20E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41458,2.00E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41471,1.90E-37,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41476,4.90E-22,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41496,1.30E-09,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41521,1.30E-10,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41558,9.50E-15,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41593,6.70E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41596,1.40E-46,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41622,6.30E-30,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41643,9.70E-28,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41656,3.40E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41675,1.50E-24,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41721,5.00E-10,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41755,2.10E-10,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41758,2.80E-13,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41789,3.20E-26,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41793,9.10E-40,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41800,4.00E-42,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41815,4.90E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41936,1.80E-39,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA41959,1.30E-11,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42206,4.50E-32,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42216,6.90E-56,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42269,4.20E-24,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42280,5.10E-26,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42351,3.10E-16,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42367,2.20E-10,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42371,7.70E-08,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42381,2.20E-29,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42407,1.40E-24,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42445,2.60E-27,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42450,2.10E-27,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42456,2.00E-24,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42474,4.50E-19,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42681,2.40E-43,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42706,1.30E-16,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42891,0.003,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42935,2.00E-14,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA42997,4.10E-07,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA43036,1.40E-05,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA43040,3.70E-26,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA43178,2.30E-12,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA43772,3.90E-09,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA43773,2.90E-06,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA45571,3.60E-23,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA45608,2.50E-17,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA45738,5.10E-08,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA45795,4.00E-10,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA45981,2.80E-17,Serpentine
7TM_GPCR_Srd|PF10317.10,PPA46266,5.10E-26,Serpentine
7TM_GPCR_Srd|PF10317.10,UMM-S2838-16.0-mRNA-1_frag,5.50E-51,Serpentine
7TM_GPCR_Srd|PF10317.10,UMM-S2838-38.31-mRNA-1_part0,5.00E-07,Serpentine
7TM_GPCR_Srd|PF10317.10,UMM-S2838-38.31-mRNA-1_part1,1.70E-25,Serpentine
7TM_GPCR_Srd|PF10317.10,UMM-S2840-7.40-mRNA-1_frag1,1.80E-91,Serpentine
7TM_GPCR_Srd|PF10317.10,UMM-S2840-77.39-mRNA-1_frag,5.80E-17,Serpentine
7TM_GPCR_Srd|PF10317.10,UMM-S7-30.53-mRNA-1_Frag_1,1.70E-22,Serpentine
7TM_GPCR_Srh|PF10318.10,Contig38-snapTAU.214,1.50E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,Contig52-snapTAU.151,1.40E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,Contig94-snapTAU.36,1.60E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,Iso_D.9332.1,1.20E-34,Serpentine
7TM_GPCR_Srh|PF10318.10,ppa_stranded_DN19359_c0_g1_i1,2.40E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,ppa_stranded_DN20310_c0_g1_i5,1.10E-13,Serpentine
7TM_GPCR_Srh|PF10318.10,ppa_stranded_DN24079_c0_g2_i2,6.30E-29,Serpentine
7TM_GPCR_Srh|PF10318.10,ppa_stranded_DN29488_c0_g2_i3,2.40E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,ppa_stranded_DN30397_c0_g2_i4,3.80E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,ppa_stranded_DN49443_c0_g1_i1,6.00E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA01296,9.60E-16,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA03030,2.70E-28,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA03680,5.80E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA03799,4.00E-23,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA04566,2.70E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA04944,2.20E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA05865,2.10E-24,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA05870,1.50E-22,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA06624,1.30E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA06646,3.70E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA07160,0.00012,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA07183,4.40E-18,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA07314,7.90E-18,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA07370,7.20E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA09075,4.60E-13,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA09448,3.40E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA10447,0.00011,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA10971,6.70E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA13328,1.00E-25,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA15547,5.00E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA16130,4.60E-12,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA16405,1.00E-21,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA16441,2.00E-45,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA16491,0.004,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA16692,1.40E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA19079,0.00022,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA20859,5.90E-18,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA22032,9.50E-18,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA23295,6.50E-14,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA24368,2.00E-09,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA24707,5.90E-12,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA24779,2.80E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA25772,6.00E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA26707,1.00E-22,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA29472,9.40E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA29628,1.40E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA30371,1.40E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA30808,1.90E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA30901,1.10E-12,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA31121,1.60E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA31245,3.40E-20,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA31951,3.70E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA33034,8.50E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA33556,1.20E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA34538,1.20E-22,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA35116,7.00E-16,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA35125,1.20E-13,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA35176,3.10E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA35482,7.50E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA36036,0.00054,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA36182,1.60E-37,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA36458,1.00E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA36554,7.40E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA36555,3.20E-16,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA36603,4.10E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA36856,3.20E-16,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA37140,5.00E-16,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA37255,4.00E-04,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA37366,2.00E-30,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA38529,7.80E-14,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA38791,1.90E-09,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA39076,5.60E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA39146,9.80E-12,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40007,1.40E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40012,1.60E-21,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40016,4.50E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40347,9.70E-26,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40351,4.10E-16,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40383,2.20E-13,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40399,6.20E-14,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40402,2.60E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40422,3.10E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40504,1.30E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40533,9.30E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40540,1.90E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40553,3.10E-17,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40604,3.30E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40639,1.40E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40670,1.80E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40681,1.50E-22,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40736,4.90E-09,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40770,7.80E-18,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40777,1.30E-22,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40799,5.50E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40822,3.80E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40829,8.00E-12,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40905,3.20E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40920,0.0019,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40922,2.90E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40929,2.40E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40931,2.10E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40936,6.20E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40950,3.20E-15,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40954,2.10E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40960,0.00013,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40969,1.80E-18,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40973,4.30E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA40997,1.20E-26,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41039,2.40E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41117,2.40E-14,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41197,8.90E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41202,2.40E-21,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41209,3.80E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41211,0.00042,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41213,6.80E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41214,9.70E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41224,3.70E-09,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41235,1.10E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41247,3.20E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41303,1.20E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41337,5.80E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41340,2.80E-19,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41474,1.20E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41499,0.0022,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41514,1.30E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41528,3.30E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41591,4.90E-19,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41624,7.50E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41628,1.30E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41631,9.10E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41690,1.10E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41702,6.40E-17,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41748,0.0025,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41766,3.30E-36,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41771,8.10E-08,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41773,2.40E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41795,5.90E-33,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA41797,0.00017,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42270,2.10E-10,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42497,3.90E-12,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42513,1.30E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42721,5.80E-22,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42729,0.00048,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42739,1.60E-05,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42798,8.00E-28,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA42994,4.60E-07,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA43186,2.80E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA43340,5.80E-24,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA43448,9.50E-23,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA43733,3.10E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA45395,2.80E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,PPA45516,9.60E-06,Serpentine
7TM_GPCR_Srh|PF10318.10,UMM-S2838-26.53-mRNA-1_frag_1,1.50E-28,Serpentine
7TM_GPCR_Srh|PF10318.10,UMM-S2838-26.53-mRNA-1_frag_2,1.20E-13,Serpentine
7TM_GPCR_Srh|PF10318.10,UMM-S2840-1.59-mRNA-1_4,0.0037,Serpentine
7TM_GPCR_Srh|PF10318.10,UMM-S2840-10.60-mRNA-1_frag_1,4.80E-11,Serpentine
7TM_GPCR_Srh|PF10318.10,UMM-S2840-92.50-mRNA-1_frag.1,1.20E-11,Serpentine
7TM_GPCR_Sri|PF10327.10,Contig38-snapTAU.213,5.90E-08,Serpentine
7TM_GPCR_Sri|PF10327.10,Iso_D.9009.1,4.90E-38,Serpentine
7TM_GPCR_Sri|PF10327.10,Iso_D.9039.1,6.30E-10,Serpentine
7TM_GPCR_Sri|PF10327.10,ppa_stranded_DN11386_c0_g1_i1,5.00E-15,Serpentine
7TM_GPCR_Sri|PF10327.10,ppa_stranded_DN19564_c0_g1_i1,0.002,Serpentine
7TM_GPCR_Sri|PF10327.10,ppa_stranded_DN20881_c0_g1_i2,1.30E-06,Serpentine
7TM_GPCR_Sri|PF10327.10,ppa_stranded_DN28721_c0_g3_i1,8.10E-18,Serpentine
7TM_GPCR_Sri|PF10327.10,ppa_stranded_DN29891_c0_g1_i1,1.70E-10,Serpentine
7TM_GPCR_Sri|PF10327.10,ppa_stranded_DN37921_c0_g1_i1,4.10E-10,Serpentine
7TM_GPCR_Sri|PF10327.10,ppa_stranded_DN49151_c0_g1_i1,2.20E-13,Serpentine
7TM_GPCR_Sri|PF10327.10,PPA02872,6.90E-36,Serpentine
7TM_GPCR_Sri|PF10327.10,PPA03357,3.00E-27,Serpentine
